car,motorcycle,bus,truck,total,bbox_area_ratio,mean_bbox_area,max_bbox_area,brightness,sharpness,edge_density,zone_top,zone_mid,zone_bottom,bottom_motor,mid_car,cluster_density,crowd_density,is_night,is_rain,filepath,cam_id,label
10,42,0,0,52,0.2741123046875,5397.903846153846,42560.0,123.0785458984375,364.0247537518301,0.1168310546875,10,31,11,14,1,0.2741123046875,28.933258056640625,0,0,dataset_cleaned/cam10_20251206_153009.png,cam10,congested
6,21,0,1,28,0.2091533203125,7649.035714285715,25650.0,107.5754208984375,297.7147784684906,0.0595458984375,2,17,9,10,4,0.2091533203125,6.340412616729736,0,0,dataset_cleaned/cam08_20251207_150835.png,cam08,moderate
11,20,2,2,35,0.22170703125,6486.5142857142855,58604.0,121.9684150390625,354.6234298864281,0.10270703125,10,20,5,5,4,0.22170703125,12.341178894042969,0,0,dataset_cleaned/cam10_20251208_145952.png,cam10,congested
8,11,2,0,21,0.21967578125,10711.809523809523,56960.0,119.933408203125,367.4508491039427,0.107171875,7,10,4,2,3,0.21967578125,6.967662811279297,0,0,dataset_cleaned/cam10_20251203_151913.png,cam10,moderate
9,9,1,3,22,0.0428427734375,1994.1363636363637,4224.0,124.2912900390625,339.70228524472736,0.0879375,13,9,0,0,1,0.0428427734375,6.037905693054199,0,0,dataset_cleaned/cam10_20251207_133348.png,cam10,moderate
9,2,1,3,15,0.085009765625,5803.333333333333,14418.0,134.2007109375,261.06053031530377,0.08353125,6,9,0,0,7,0.085009765625,3.464481830596924,0,0,dataset_cleaned/cam09_20251209_114205.png,cam09,free_flow
4,9,0,4,17,0.0504462890625,3038.6470588235293,12690.0,134.1216591796875,232.52956482997033,0.065587890625,4,13,0,0,3,0.0504462890625,1.9126193523406982,0,0,dataset_cleaned/cam09_20251205_121200.png,cam09,free_flow
8,25,2,3,38,0.163423828125,4403.8421052631575,37365.0,122.393759765625,308.2557747493744,0.0722333984375,19,15,4,4,1,0.163423828125,10.766825675964355,0,0,dataset_cleaned/cam11_20251205_090822.png,cam11,moderate
14,27,1,3,45,0.31631640625,7197.955555555555,76713.0,122.0429892578125,320.3322327587501,0.0834921875,16,22,7,8,2,0.31631640625,10.041921615600586,0,0,dataset_cleaned/cam11_20251209_153204.png,cam11,moderate
13,8,3,5,29,0.178341796875,6297.310344827586,40824.0,126.5433623046875,275.2016335057973,0.0701171875,0,22,7,4,12,0.178341796875,8.082637786865234,0,0,dataset_cleaned/cam08_20251206_102958.png,cam08,moderate
17,17,1,4,39,0.25953375000000006,6388.5230769230775,26862.4,88.2790205078125,406.3523584990531,0.052061669921875,18,17,4,3,4,0.2317265625,25.25350570678711,1,0,dataset_cleaned/cam11_20251208_221239.png,cam11,congested
4,27,1,2,34,0.137740234375,4148.411764705882,11832.0,126.4909873046875,330.88290255639555,0.0966572265625,11,13,10,12,1,0.137740234375,10.974712371826172,0,0,dataset_cleaned/cam10_20251207_153848.png,cam10,congested
3,4,2,0,9,0.10823968750000001,11545.566666666668,34918.03,96.6788828125,359.6114280570512,0.04981298828125,3,5,1,1,0,0.096642578125,1.389521598815918,1,0,dataset_cleaned/cam07_20251208_220157.png,cam07,free_flow
12,22,0,2,36,0.2338701171875,6652.305555555556,42020.0,114.4938076171875,333.2693607538452,0.0791005859375,9,19,8,6,5,0.2338701171875,9.628768920898438,0,0,dataset_cleaned/cam11_20251206_083013.png,cam11,moderate
9,21,4,1,35,0.19744140625,5776.571428571428,30340.0,127.7511328125,310.311702403164,0.0925771484375,6,21,8,8,4,0.19744140625,5.227379322052002,0,0,dataset_cleaned/cam07_20251204_171050.png,cam07,free_flow
5,5,0,6,16,0.143568359375,9188.375,81120.0,134.353453125,229.67510579306705,0.0639775390625,5,10,1,0,4,0.143568359375,2.5852465629577637,0,0,dataset_cleaned/cam09_20251203_095551.png,cam09,free_flow
6,10,3,8,27,0.1225048828125,4646.111111111111,34170.0,130.5994130859375,300.72777176703545,0.095123046875,12,14,1,1,3,0.1225048828125,3.0816965103149414,0,0,dataset_cleaned/cam07_20251204_141323.png,cam07,free_flow
11,21,0,2,34,0.065955078125,1986.4117647058824,4209.0,125.535314453125,304.79897787749854,0.0815263671875,15,19,0,0,0,0.065955078125,6.787454128265381,0,0,dataset_cleaned/cam10_20251203_121147.png,cam10,moderate
12,27,0,1,40,0.2080634765625,5326.425,80969.0,130.243017578125,333.16572200872804,0.105599609375,12,23,5,4,4,0.2080634765625,10.777936935424805,0,0,dataset_cleaned/cam10_20251205_094727.png,cam10,congested
10,22,1,3,36,0.1997158203125,5680.805555555556,34185.0,122.9856396484375,360.825710195614,0.1073544921875,12,22,2,1,4,0.1997158203125,10.160196304321289,0,0,dataset_cleaned/cam10_20251207_120848.png,cam10,congested
11,8,2,1,22,0.10181062500000002,4442.645454545454,23517.99,93.0759638671875,373.20976493494527,0.0526369140625,9,13,0,0,7,0.09090234375,2.359511375427246,1,0,dataset_cleaned/cam10_20251208_222230.png,cam10,free_flow
10,16,0,1,27,0.08875390625,3366.074074074074,10742.0,133.5034990234375,247.56507735595312,0.0769638671875,2,25,0,1,9,0.08875390625,5.08176326751709,0,0,dataset_cleaned/cam09_20251209_163148.png,cam09,free_flow
4,15,1,1,21,0.0833076171875,4062.2380952380954,17388.0,128.3837529296875,296.4224414984045,0.083568359375,6,10,5,5,2,0.0833076171875,4.056539535522461,0,0,dataset_cleaned/cam07_20251208_171918.png,cam07,free_flow
13,25,2,5,45,0.417775390625,9506.711111111112,165291.0,121.1467822265625,316.41699816093336,0.0819189453125,19,21,5,4,7,0.417775390625,7.253997325897217,0,0,dataset_cleaned/cam11_20251208_151506.png,cam11,moderate
9,14,2,2,27,0.1525849609375,5786.925925925926,41405.0,121.47681640625,335.6027493804588,0.09087109375,12,12,3,4,3,0.1525849609375,8.548589706420898,0,0,dataset_cleaned/cam10_20251203_114628.png,cam10,congested
8,20,0,2,30,0.0706689453125,2412.1666666666665,7848.0,126.0565380859375,321.8175531112204,0.088126953125,13,13,4,4,1,0.0706689453125,7.552465915679932,0,0,dataset_cleaned/cam10_20251208_143950.png,cam10,moderate
6,20,5,1,32,0.263009765625,8416.3125,34892.0,123.13584375,319.6210255617512,0.0805693359375,14,10,8,10,2,0.263009765625,11.693342208862305,0,0,dataset_cleaned/cam11_20251206_075513.png,cam11,moderate
2,28,0,0,30,0.25064046875,8020.495,33355.520000000004,98.7073349609375,327.6642405865426,0.048031640625,5,17,8,11,2,0.2237861328125,20.61705207824707,1,0,dataset_cleaned/cam08_20251206_182958.png,cam08,congested
10,8,1,1,20,0.08713671875,4461.4,16910.0,132.804708984375,229.81645158153438,0.0627177734375,3,17,0,0,10,0.08713671875,3.363194704055786,0,0,dataset_cleaned/cam09_20251204_162107.png,cam09,free_flow
5,19,3,1,28,0.2055440625,7047.225,48327.6,89.4179189453125,385.99862839314943,0.04313251953125,9,14,5,5,2,0.183521484375,5.696591377258301,1,0,dataset_cleaned/cam11_20251203_221350.png,cam11,free_flow
13,14,1,0,28,0.1003515625,3440.625,15499.44,96.0049267578125,368.02125300759553,0.055673339843749996,12,13,3,3,4,0.089599609375,3.4154133796691895,1,0,dataset_cleaned/cam10_20251203_224822.png,cam10,free_flow
7,14,0,9,30,0.174462890625,5955.0,40600.0,108.2489443359375,374.551625229621,0.072234375,17,10,3,5,2,0.174462890625,11.073881149291992,0,0,dataset_cleaned/cam11_20251206_095013.png,cam11,moderate
2,0,1,0,3,0.0037996875000000005,1215.9,1867.39,80.1917216796875,352.5056752632591,0.030978515624999998,3,0,0,0,0,0.003392578125,1.2047381401062012,1,0,dataset_cleaned/cam11_20251209_000036.png,cam11,free_flow
9,10,1,1,21,0.1619541015625,7897.190476190476,88502.0,122.6689443359375,305.70863001670824,0.0826279296875,4,14,3,4,7,0.1619541015625,5.683955192565918,0,0,dataset_cleaned/cam10_20251207_075848.png,cam10,moderate
6,28,0,1,35,0.134806640625,3944.057142857143,35424.0,128.46145703125,259.15282443820865,0.0778642578125,2,30,3,1,4,0.134806640625,23.082809448242188,0,0,dataset_cleaned/cam09_20251203_172432.png,cam09,congested
6,4,0,0,10,0.08223796875,7894.845,24060.8,95.591861328125,315.7308987944953,0.028400292968749997,2,7,1,1,5,0.0734267578125,2.814622163772583,1,0,dataset_cleaned/cam08_20251208_205214.png,cam08,free_flow
